,timestamp,plant_id,in_bounds,area,convex_hull_area,solidity,perimeter,width,height,longest_path,center_of_mass,convex_hull_vertices,object_in_frame,ellipse_center,ellipse_major_axis,ellipse_minor_axis,ellipse_angle,ellipse_eccentricity
1325,2024-08-09 13:45:01,1,False,1997.0,320098.0,0.006238714393716924,160762.83320093155,664,616,697.6073394109325,"(988.3380070105158, 301.82273410115175)",31,False,"(981.6710815429688, 310.1053771972656)",649.2097778320312,573.6351928710938,97.77849578857422,0.4682615885388736
1326,2024-08-09 13:45:01,14,True,1364.0,169297.0,0.008056846843121851,79608.45516633987,488,440,554.7008202625989,"(2762.892228739003, 1935.4200879765397)",21,True,"(2776.9501953125, 1907.916015625)",527.5542602539062,402.2721862792969,55.90077590942383,0.6469612658136351
1327,2024-08-09 13:45:01,8,True,948.0,134673.5,0.007039246770894052,51876.87637579441,376,392,455.0703242357163,"(1940.7267932489451, 1347.5833333333333)",24,True,"(1937.129638671875, 1323.8211669921875)",428.88262939453125,398.5731201171875,173.57254028320312,0.36925244927784484
1328,2024-08-09 13:45:01,9,True,1853.0,257326.0,0.007200982411415869,117496.1124382019,584,632,646.4216889925647,"(1796.7463572584998, 1801.9185105234753)",27,True,"(1781.527099609375, 1805.2158203125)",654.8262939453125,485.43865966796875,148.12644958496094,0.6711469635708665
1329,2024-08-09 13:45:01,20,False,1479.0,209358.0,0.007064454188519188,124661.29304218292,624,408,701.1454913211666,"(3625.857336037863, 2358.861392832995)",18,False,"(3663.932373046875, 2433.495361328125)",644.068359375,392.45684814453125,113.2082290649414,0.7929087725288861
1330,2024-08-09 13:45:01,7,True,1397.0,170098.0,0.008212912556291078,69433.47433125973,424,568,573.1605359757422,"(1871.3042233357194, 876.6757337151038)",23,True,"(1875.1007080078125, 864.7868041992188)",565.3238525390625,345.3002014160156,22.286754608154297,0.7917843849914526
1331,2024-08-09 13:45:01,12,True,2184.0,273677.5,0.007980195668259174,157002.27847254276,648,616,644.0194096453926,"(2728.462912087912, 934.7216117216117)",21,True,"(2727.7470703125, 910.110107421875)",629.3546142578125,530.7796020507812,138.7399139404297,0.5373312723683379
1332,2024-08-09 13:45:01,10,True,1864.0,338212.0,0.005511336085059076,156592.53963780403,695,663,723.6711960552251,"(1839.1877682403433, 2247.0853004291844)",23,True,"(1829.7169189453125, 2445.208740234375)",942.0676879882812,582.9517211914062,179.4730987548828,0.7855483754318637
1333,2024-08-09 13:45:01,3,True,2285.0,295170.5,0.007741288509522462,181660.500056386,728,576,708.8730492831562,"(1033.4428884026258, 1278.5317286652078)",24,True,"(1024.1170654296875, 1266.5377197265625)",686.9551391601562,503.88690185546875,97.21692657470703,0.6796811135998119
1334,2024-08-09 13:45:01,11,True,2571.0,408202.0,0.006298352286368024,226505.85477530956,800,752,747.8836807953494,"(2750.6674445740955, 427.415791520809)",29,True,"(2773.394287109375, 421.3510437011719)",723.0233764648438,653.794677734375,48.95945358276367,0.427001127112673
1335,2024-08-09 13:45:01,18,True,2305.0,345941.0,0.006662985884876323,187388.27441823483,744,608,754.6548880117322,"(3688.825162689805, 1501.46420824295)",22,True,"(3684.2490234375, 1508.2529296875)",690.0621948242188,559.8497924804688,94.18465423583984,0.5846253691780865
1336,2024-08-09 13:45:01,4,True,2665.0,459500.0,0.005799782372143634,204638.7436723709,800,864,921.4732768778484,"(1025.5429643527204, 1908.4)",24,True,"(1023.7345581054688, 1935.643798828125)",896.879638671875,628.5234375,38.648651123046875,0.7133685552365397
1337,2024-08-09 13:45:01,17,True,2407.0,327044.0,0.00735986595075892,202138.78443193436,840,576,770.2700825035333,"(3684.4798504362275, 964.8724553385957)",21,True,"(3669.1220703125, 984.8837280273438)",763.133056640625,526.804931640625,84.42461395263672,0.7235055297235583
1338,2024-08-09 13:45:01,6,True,1323.0,134327.5,0.009849062924568684,69227.8613396883,376,416,483.9586759218188,"(1948.2297808012095, 444.08314436885865)",20,True,"(1940.0946044921875, 400.4685974121094)",436.6144714355469,354.82037353515625,55.665924072265625,0.5827341113064863
1339,2024-08-09 13:45:01,2,True,2333.0,265075.5,0.008801266054388279,127936.61276316643,632,584,764.147891445105,"(989.3484783540506, 801.9652807543935)",18,True,"(1004.1256103515625, 784.6563720703125)",679.9338989257812,456.20892333984375,53.80343246459961,0.7414929142559848
1340,2024-08-12 18:45:01,4,True,2863.0,513427.0,0.005576255241738358,261189.84079515934,816,864,935.2138792810979,"(1031.5141460006985, 1907.6108976597975)",35,True,"(1040.8807373046875, 1917.617431640625)",840.0796508789062,766.8289794921875,32.935752868652344,0.4083954843762252
1341,2024-08-12 18:45:01,11,False,2428.0,372106.5,0.006525013672161062,224926.5262016058,744,592,763.8514253439605,"(2677.001647446458, 276.4349258649094)",24,False,"(2679.5673828125, 292.0398864746094)",733.1647338867188,573.7461547851562,80.06564331054688,0.6225738692214775
1342,2024-08-12 18:45:01,13,True,2756.0,446112.5,0.006177813892235703,270311.206556201,840,736,835.6751761300559,"(2874.5471698113206, 1380.128084179971)",29,True,"(2860.7138671875, 1388.2762451171875)",793.4061889648438,664.7896118164062,123.61730194091797,0.5458342855209207
1343,2024-08-12 18:45:01,12,True,2560.0,401293.0,0.006379378658486442,225855.50391733646,856,640,859.7191401847466,"(2823.3859375, 793.0625)",29,True,"(2820.683837890625, 818.8677368164062)",783.8292236328125,599.083251953125,100.69339752197266,0.6448569498015781
1344,2024-08-12 18:45:01,9,True,2707.0,448045.0,0.006041803836668191,236819.34076488018,856,800,887.7640452282352,"(1742.2179534540082, 1828.8522349464351)",21,True,"(1733.86474609375, 1829.38037109375)",782.0736083984375,624.6900024414062,116.79817199707031,0.6016482781114538
1345,2024-08-12 18:45:01,15,False,1721.0,316254.5,0.005441819800192566,167247.00384664536,712,544,627.5109560796528,"(2867.188262638001, 2299.1208599651363)",21,False,"(2837.81298828125, 2376.834716796875)",752.8645629882812,543.680419921875,117.04129028320312,0.691737498539549
1346,2024-08-12 18:45:01,18,True,3924.0,648729.0,0.006048750711005674,357430.4924733639,856,944,988.0409910524968,"(3777.0433231396532, 1499.2923037716616)",24,True,"(3778.53759765625, 1486.876953125)",902.0172119140625,801.861572265625,179.5911865234375,0.4579754810406431
1347,2024-08-12 18:45:01,17,True,2544.0,433574.5,0.005867503739265109,283124.71132183075,864,632,869.8074499565981,"(3639.9752358490564, 829.0499213836478)",29,True,"(3619.439697265625, 823.6443481445312)",826.0560913085938,625.3574829101562,84.4446792602539,0.6533685605310119
1348,2024-08-12 18:45:01,6,False,2148.0,286835.0,0.007488625865044364,146006.4026377201,640,616,649.1971965435464,"(1921.034450651769, 268.04888268156424)",24,False,"(1913.3485107421875, 285.0248718261719)",592.4158325195312,558.3839111328125,58.755950927734375,0.33405383064316857
1349,2024-08-12 18:45:01,10,False,223.0,8846.0,0.025209134071896903,4272.481378436089,136,88,154.18495387034366,"(2133.4663677130043, 2542.2600896860986)",15,False,"(2098.697998046875, 2610.52197265625)",262.250732421875,100.38981628417969,37.091880798339844,0.9238308672521344
1350,2024-08-12 18:45:01,3,True,2901.0,536701.5,0.005405239225155883,287139.23543155193,1016,800,981.1931512194732,"(933.7928300586004, 1293.0031023784902)",25,True,"(917.013427734375, 1280.77197265625)",890.1906127929688,720.2376098632812,80.5023422241211,0.5876951375889428
1351,2024-08-12 18:45:01,20,False,1482.0,248795.5,0.005956699377601283,149537.55748927593,800,408,799.1601841933818,"(3794.821862348178, 2368.5789473684213)",18,False,"(3791.716796875, 2410.63427734375)",802.6590576171875,383.4328918457031,83.52145385742188,0.8785212255726587
1352,2024-08-12 18:45:01,19,True,3180.0,425373.5,0.007475783047133872,305742.842045784,880,592,955.0130889155395,"(3777.546855345912, 2006.5525157232705)",24,True,"(3772.52490234375, 2022.96826171875)",885.5956420898438,517.8998413085938,91.35477447509766,0.8111746572697991
1353,2024-08-12 18:45:01,7,True,2134.0,275161.5,0.007755445438406172,135764.88119614124,600,656,671.8690348572406,"(1914.1508903467666, 780.5791940018744)",22,True,"(1901.5615234375, 777.2474975585938)",664.2059326171875,536.3165893554688,149.6859893798828,0.5899287802780283
1354,2024-08-12 18:45:01,1,False,1886.0,353843.5,0.005330039975299815,184953.71138620377,800,616,869.8563099730898,"(1012.3589607635207, 306.92629904559914)",22,False,"(908.853271484375, 115.566650390625)",1030.8294677734375,584.1989135742188,146.34414672851562,0.8239056277937239
1355,2024-08-12 18:45:01,5,False,1809.0,328353.0,0.005509314670491818,188123.17833006382,832,464,832.8181073920043,"(993.4024322830293, 2325.1144278606967)",25,False,"(972.7506713867188, 2354.96533203125)",783.6307983398438,498.7340087890625,88.32898712158203,0.7713261879635653
1356,2024-08-12 18:45:01,14,True,1645.0,220291.0,0.007467395399721278,134403.2456765175,688,488,715.6591367403898,"(2694.4243161094223, 1836.052887537994)",25,True,"(2714.072998046875, 1845.886474609375)",739.8008422851562,349.8406066894531,113.66040802001953,0.8811242382885436
